dist_km,lat,lon,elevation_m,elevation_raw_m,slope_rad,slope_deg,bearing_deg,segment_km
136.7,-26.194624,26.978262,1364.95,1368.24,0.018019,1.0324,308.99,0.1
136.8,-26.19417,26.977637,1366.05,1367.95,-0.000575,-0.0329,308.99,0.1
136.9,-26.193716,26.977013,1364.84,1366.64,-0.017079,-0.9785,308.99,0.1
137.0,-26.193262,26.976388,1362.64,1354.39,-0.018828,-1.0788,308.99,0.1
137.1,-26.192809,26.975764,1361.07,1366.23,-0.011015,-0.6311,308.99,0.1
137.2,-26.192355,26.975139,1360.43,1364.23,-0.002788,-0.1597,308.99,0.1
137.3,-26.191901,26.974514,1360.51,1354.3,0.004378,0.2508,308.99,0.1
137.4,-26.191448,26.97389,1361.31,1362.33,0.0105,0.6016,308.99,0.1
137.5,-26.190994,26.973265,1362.61,1364.4,0.014,0.8021,308.99,0.1
137.6,-26.19054,26.972641,1364.11,1365.48,0.016168,0.9264,308.99,0.1
137.7,-26.190086,26.972016,1365.85,1363.71,0.016252,0.9312,308.99,0.1
137.8,-26.189633,26.971391,1367.36,1364.4,0.005986,0.343,308.99,0.1
137.9,-26.189179,26.970767,1367.04,1370.44,-0.017048,-0.9768,308.99,0.1
138.0,-26.188725,26.970142,1363.95,1369.33,-0.036519,-2.0924,308.99,0.1
138.1,-26.188271,26.969518,1359.74,1348.98,-0.033074,-1.895,308.99,0.1
138.2,-26.187818,26.968893,1357.33,1361.86,-0.008118,-0.4651,308.99,0.1
138.3,-26.187364,26.968268,1358.11,1362.75,0.01888,1.0818,308.99,0.1
138.4,-26.18691,26.967644,1361.11,1354.93,0.030009,1.7194,308.99,0.1
138.5,-26.186456,26.967019,1364.12,1364.29,0.019917,1.1412,308.99,0.1
138.6,-26.186002,26.966394,1365.09,1370.19,-0.002054,-0.1177,308.99,0.1
138.7,-26.185549,26.96577,1363.71,1358.63,-0.015903,-0.9112,308.99,0.1
138.8,-26.185095,26.965145,1361.91,1365.87,-0.008102,-0.4642,308.99,0.1
138.9,-26.184641,26.964521,1362.08,1359.74,0.011343,0.6499,308.99,0.1
139.0,-26.184188,26.963896,1364.18,1361.08,0.018109,1.0376,308.99,0.1
139.1,-26.183734,26.963271,1365.71,1371.95,0.004264,0.2443,308.99,0.1
139.2,-26.18328,26.962647,1365.03,1361.98,-0.009775,-0.5601,308.99,0.1
139.3,-26.182826,26.962022,1363.75,1367.13,-0.002915,-0.167,308.99,0.1
139.4,-26.182372,26.961398,1364.45,1355.58,0.015719,0.9006,308.99,0.1
139.5,-26.181919,26.960773,1366.9,1374.38,0.019044,1.0911,308.99,0.1
139.6,-26.181465,26.960148,1368.26,1368.2,0.000974,0.0558,308.99,0.1
139.7,-26.181011,26.959524,1367.09,1364.4,-0.015528,-0.8897,308.99,0.1
139.8,-26.180558,26.958899,1365.15,1368.32,-0.011745,-0.673,308.99,0.1
139.9,-26.180104,26.958275,1364.74,1358.52,0.002358,0.1351,308.99,0.1
140.0,-26.17965,26.95765,1365.63,1371.6,0.005517,0.3161,308.99,0.1
140.1,-26.179196,26.957025,1365.84,1364.2,-0.004316,-0.2473,308.99,0.1
140.2,-26.178743,26.956401,1364.76,1364.92,-0.009425,-0.54,308.99,0.1
140.3,-26.178289,26.955776,1363.96,1363.61,0.001076,0.0617,308.99,0.1
140.4,-26.177835,26.955152,1364.98,1363.29,0.016383,0.9387,308.99,0.1
140.5,-26.177381,26.954527,1367.24,1369.79,0.019219,1.1012,308.99,0.1
140.6,-26.176928,26.953902,1368.82,1367.72,0.007894,0.4523,308.99,0.1
140.7,-26.176474,26.953278,1368.82,1369.82,-0.00347,-0.1988,308.99,0.1
140.8,-26.17602,26.952653,1368.13,1366.64,-0.003766,-0.2158,308.99,0.1
140.9,-26.175566,26.952029,1368.06,1369.38,0.003074,0.1762,308.99,0.1
141.0,-26.175112,26.951404,1368.74,1364.84,0.006376,0.3653,308.99,0.1
141.1,-26.174659,26.950779,1369.34,1378.21,0.003196,0.1831,308.99,0.1
141.2,-26.174205,26.950155,1369.38,1359.35,-0.000133,-0.0076,308.99,0.1
141.3,-26.173751,26.94953,1369.31,1373.61,0.00279,0.1598,308.99,0.1
141.4,-26.173298,26.948906,1369.94,1374.27,0.011695,0.6701,308.99,0.1
141.5,-26.172844,26.948281,1371.65,1363.3,0.018478,1.0587,308.99,0.1
141.6,-26.17239,26.947656,1373.64,1378.83,0.012102,0.6934,308.99,0.1
141.7,-26.171936,26.947032,1374.07,1372.78,-0.008595,-0.4925,308.99,0.1
141.8,-26.171482,26.946407,1371.92,1372.78,-0.027297,-1.564,308.99,0.1
141.9,-26.171029,26.945782,1368.61,1368.19,-0.024362,-1.3958,308.99,0.1
142.0,-26.170575,26.945158,1367.04,1367.09,-0.000614,-0.0352,308.99,0.1
142.1,-26.170121,26.944533,1368.49,1367.25,0.019872,1.1386,308.99,0.1
142.2,-26.169668,26.943909,1371.02,1370.37,0.016042,0.9191,308.99,0.1
142.3,-26.169214,26.943284,1371.7,1375.55,-0.004526,-0.2593,308.99,0.1
142.4,-26.16876,26.942659,1370.11,1369.57,-0.014389,-0.8244,308.99,0.1
142.5,-26.168306,26.942035,1368.82,1364.23,-0.000704,-0.0403,308.99,0.1
142.6,-26.167853,26.94141,1369.97,1373.03,0.019295,1.1055,308.99,0.1
142.7,-26.167399,26.940786,1372.68,1373.63,0.020555,1.1777,308.99,0.1
142.8,-26.166945,26.940161,1374.08,1372.42,-0.001583,-0.0907,308.99,0.1
142.9,-26.166491,26.939536,1372.36,1373.0,-0.029146,-1.6699,308.99,0.1
143.0,-26.166038,26.938912,1368.25,1368.03,-0.03934,-2.254,308.99,0.1
143.1,-26.165584,26.938287,1364.49,1364.86,-0.022569,-1.2931,308.99,0.1
143.2,-26.16513,26.937663,1363.74,1365.29,0.008473,0.4855,308.99,0.1
143.3,-26.164676,26.937038,1366.18,1361.57,0.025229,1.4455,308.99,0.1
143.4,-26.164222,26.936413,1368.79,1371.05,0.009836,0.5636,308.99,0.1
143.5,-26.163769,26.935789,1368.15,1369.57,-0.020536,-1.1766,308.99,0.1
143.6,-26.163315,26.935164,1364.68,1367.91,-0.028074,-1.6085,308.99,0.1
143.7,-26.162861,26.93454,1362.53,1355.45,-0.000476,-0.0273,308.99,0.1
143.8,-26.162408,26.933915,1364.58,1364.11,0.031536,1.8069,308.99,0.1
143.9,-26.161954,26.93329,1368.84,1376.07,0.033602,1.9252,308.99,0.1
144.0,-26.1615,26.932666,1371.31,1367.26,0.009802,0.5616,308.99,0.1
144.1,-26.161046,26.932041,1370.8,1372.5,-0.008615,-0.4936,308.99,0.1
144.2,-26.160592,26.931416,1369.58,1363.86,-0.003102,-0.1777,308.99,0.1
144.3,-26.160139,26.930792,1370.18,1378.12,0.017961,1.0291,308.99,0.1
144.4,-26.159685,26.930167,1373.18,1370.33,0.033851,1.9395,308.99,0.1
144.5,-26.159231,26.929543,1376.96,1372.61,0.027942,1.601,308.99,0.1
144.6,-26.158778,26.928918,1378.77,1382.91,-0.000179,-0.0102,308.98,0.1
144.7,-26.158324,26.928293,1376.92,1378.98,-0.029558,-1.6935,308.98,0.1
144.8,-26.15787,26.927669,1372.85,1369.98,-0.03508,-2.01,308.98,0.1
144.9,-26.157416,26.927044,1369.9,1368.66,-0.015435,-0.8844,308.98,0.1
145.0,-26.156962,26.92642,1369.76,1370.11,0.006666,0.382,308.98,0.1
145.1,-26.156509,26.925795,1371.24,1374.4,0.013991,0.8016,308.98,0.1
145.2,-26.156055,26.92517,1372.56,1371.44,0.011535,0.6609,308.98,0.1
145.3,-26.155601,26.924546,1373.54,1370.1,0.011275,0.646,308.98,0.1
145.4,-26.155148,26.923921,1374.82,1379.52,0.014482,0.8297,308.98,0.1
145.5,-26.154694,26.923297,1376.44,1371.73,0.015353,0.8797,308.98,0.1
145.6,-26.15424,26.922672,1377.89,1383.91,0.011591,0.6641,308.98,0.1
145.7,-26.153786,26.922047,1378.76,1372.98,0.003578,0.205,308.98,0.1
145.8,-26.153332,26.921423,1378.6,1381.56,-0.009716,-0.5567,308.98,0.1
145.9,-26.152879,26.920798,1376.81,1374.53,-0.024847,-1.4236,308.98,0.1
146.0,-26.152425,26.920174,1373.63,1377.67,-0.028601,-1.6387,308.98,0.1
146.1,-26.151971,26.919549,1371.09,1369.34,-0.010995,-0.63,308.98,0.1
146.2,-26.151518,26.918924,1371.44,1368.8,0.015687,0.8988,308.98,0.1
146.3,-26.151064,26.9183,1374.23,1375.48,0.023406,1.3411,308.98,0.1
146.4,-26.15061,26.917675,1376.12,1378.23,-8.8e-05,-0.0051,308.98,0.1
146.5,-26.150156,26.917051,1374.21,1373.6,-0.034412,-1.9717,308.98,0.1
146.6,-26.149702,26.916426,1369.23,1367.07,-0.046199,-2.647,308.98,0.1
146.7,-26.149249,26.915801,1364.97,1366.81,-0.021392,-1.2257,308.98,0.1
146.8,-26.148795,26.915177,1364.95,1366.58,0.021771,1.2474,308.98,0.1
146.9,-26.148341,26.914552,1369.32,1364.98,0.046486,2.6634,308.98,0.1
147.0,-26.147888,26.913928,1374.26,1374.47,0.030309,1.7366,308.98,0.1
147.1,-26.147434,26.913303,1375.38,1379.65,-0.008696,-0.4982,308.98,0.1
147.2,-26.14698,26.912678,1372.52,1374.06,-0.026915,-1.5421,308.98,0.1
147.3,-26.146526,26.912054,1370.0,1362.93,-0.006354,-0.3641,308.98,0.1
147.4,-26.146072,26.911429,1371.25,1373.38,0.022866,1.3101,308.98,0.1
147.5,-26.145619,26.910804,1374.57,1373.62,0.024667,1.4133,308.98,0.1
147.6,-26.145165,26.91018,1376.18,1385.02,0.005115,0.2931,308.98,0.1
147.7,-26.144711,26.909555,1375.6,1367.35,-0.00353,-0.2022,308.98,0.1
147.8,-26.144258,26.908931,1375.48,1372.78,0.006938,0.3975,308.98,0.1
147.9,-26.143804,26.908306,1376.98,1383.36,0.01466,0.8399,308.98,0.1
148.0,-26.14335,26.907681,1378.41,1377.18,0.006417,0.3677,308.98,0.1
148.1,-26.142896,26.907057,1378.27,1377.85,-0.005668,-0.3248,308.98,0.1
148.2,-26.142442,26.906432,1377.27,1375.7,-0.008106,-0.4645,308.98,0.1
148.3,-26.141989,26.905808,1376.65,1376.88,-0.004743,-0.2717,308.98,0.1
148.4,-26.141535,26.905183,1376.33,1379.21,-0.005136,-0.2943,308.98,0.1
148.5,-26.141081,26.904558,1375.62,1371.37,-0.008409,-0.4818,308.98,0.1
148.6,-26.140628,26.903934,1374.64,1379.9,-0.006892,-0.3949,308.98,0.1
148.7,-26.140174,26.903309,1374.24,1368.74,0.000463,0.0266,308.98,0.1
148.8,-26.13972,26.902685,1374.74,1377.34,0.005869,0.3363,308.98,0.1
148.9,-26.139266,26.90206,1375.41,1376.68,0.003049,0.1747,308.98,0.1
149.0,-26.138812,26.901435,1375.35,1372.8,-0.005398,-0.3093,308.98,0.1
149.1,-26.138359,26.900811,1374.34,1375.86,-0.011882,-0.6808,308.98,0.1
149.2,-26.137905,26.900186,1372.97,1372.95,-0.011278,-0.6462,308.98,0.1
149.3,-26.137451,26.899562,1372.08,1370.8,-0.003643,-0.2087,308.98,0.1
149.4,-26.136998,26.898937,1372.24,1374.47,0.006841,0.3919,308.98,0.1
149.5,-26.136544,26.898312,1373.45,1370.81,0.013522,0.7748,308.98,0.1
149.6,-26.13609,26.897688,1374.95,1378.03,0.010438,0.598,308.98,0.1
149.7,-26.135636,26.897063,1375.54,1370.76,-0.001609,-0.0922,308.98,0.1
149.8,-26.135182,26.896439,1374.62,1380.15,-0.011271,-0.6458,308.98,0.1
149.9,-26.134729,26.895814,1373.28,1370.77,-0.004999,-0.2864,308.98,0.1
150.0,-26.134275,26.895189,1373.62,1373.93,0.015633,0.8957,308.98,0.1
150.1,-26.133821,26.894565,1376.41,1373.72,0.029805,1.7077,308.98,0.1
150.2,-26.133368,26.89394,1379.59,1383.55,0.018712,1.0721,308.98,0.1
150.3,-26.132914,26.893315,1380.15,1378.66,-0.010553,-0.6046,308.98,0.1
150.4,-26.13246,26.892691,1377.48,1376.03,-0.02931,-1.6793,308.98,0.1
150.5,-26.132006,26.892066,1374.29,1379.66,-0.017865,-1.0236,308.98,0.1
150.6,-26.131552,26.891442,1373.9,1366.71,0.012213,0.6997,308.98,0.1
150.7,-26.131099,26.890817,1376.73,1377.11,0.031306,1.7937,308.98,0.1
150.8,-26.130645,26.890192,1380.17,1387.4,0.025544,1.4636,308.98,0.1
150.9,-26.130191,26.889568,1381.84,1378.15,0.006563,0.376,308.98,0.1
151.0,-26.129738,26.888943,1381.48,1377.9,-0.011829,-0.6778,308.98,0.1
151.1,-26.129284,26.888319,1379.47,1380.38,-0.027526,-1.5771,308.98,0.1
151.2,-26.12883,26.887694,1375.97,1382.19,-0.035413,-2.029,308.98,0.1
151.3,-26.128376,26.887069,1372.39,1367.8,-0.022091,-1.2657,308.98,0.1
151.4,-26.127922,26.886445,1371.55,1369.45,0.011218,0.6428,308.98,0.1
151.5,-26.127469,26.88582,1374.63,1378.98,0.037015,2.1208,308.98,0.1
151.6,-26.127015,26.885196,1378.96,1374.43,0.028268,1.6196,308.98,0.1
151.7,-26.126561,26.884571,1380.29,1384.63,-0.009641,-0.5524,308.98,0.1
151.8,-26.126108,26.883946,1377.03,1376.56,-0.042742,-2.4489,308.98,0.1
151.9,-26.125654,26.883322,1371.73,1368.53,-0.043093,-2.469,308.98,0.1
152.0,-26.1252,26.882697,1368.41,1371.93,-0.013635,-0.7813,308.98,0.1
152.1,-26.124746,26.882073,1369.01,1364.59,0.021123,1.2103,308.98,0.1
152.2,-26.124292,26.881448,1372.63,1377.24,0.041439,2.3743,308.98,0.1
152.3,-26.123839,26.880823,1377.3,1377.53,0.042888,2.4573,308.98,0.1
152.4,-26.123385,26.880199,1381.22,1376.41,0.026924,1.5427,308.98,0.1
152.5,-26.122931,26.879574,1382.68,1383.99,-0.002003,-0.1148,308.98,0.1
152.6,-26.122478,26.87895,1380.81,1384.65,-0.027018,-1.548,308.98,0.1
152.7,-26.122024,26.878325,1377.28,1377.87,-0.026013,-1.4904,308.98,0.1
152.8,-26.12157,26.8777,1375.61,1368.11,0.000463,0.0265,308.98,0.1
152.9,-26.121116,26.877076,1377.37,1381.92,0.023796,1.3634,308.98,0.1
153.0,-26.120662,26.876451,1380.37,1381.67,0.021868,1.2529,308.98,0.1
153.1,-26.120209,26.875826,1381.75,1380.5,0.005182,0.2969,308.98,0.1
153.2,-26.119755,26.875202,1381.41,1383.92,-0.003635,-0.2083,308.98,0.1
153.3,-26.119301,26.874577,1381.02,1373.24,-0.002842,-0.1629,308.98,0.1
153.4,-26.118848,26.873953,1380.84,1389.16,-0.007302,-0.4184,308.98,0.1
153.5,-26.118394,26.873328,1379.56,1374.37,-0.018455,-1.0574,308.98,0.1
153.6,-26.11794,26.872703,1377.15,1382.97,-0.018791,-1.0766,308.98,0.1
153.7,-26.117486,26.872079,1375.8,1370.83,0.000112,0.0064,308.98,0.1
153.8,-26.117032,26.871454,1377.17,1374.67,0.020959,1.2009,308.97,0.1
153.9,-26.116579,26.87083,1379.99,1386.95,0.023218,1.3303,308.97,0.1
154.0,-26.116125,26.870205,1381.81,1378.11,0.010624,0.6087,308.97,0.1
154.1,-26.115671,26.86958,1382.12,1383.66,0.001638,0.0938,308.97,0.1
154.2,-26.115218,26.868956,1382.14,1380.69,-0.000123,-0.007,308.97,0.1
154.3,-26.114764,26.868331,1382.09,1379.03,-0.007467,-0.4278,308.97,0.1
154.4,-26.11431,26.867707,1380.65,1386.41,-0.02177,-1.2473,308.97,0.1
154.5,-26.113856,26.867082,1377.74,1378.45,-0.024259,-1.3899,308.97,0.1
154.6,-26.113402,26.866457,1375.8,1370.77,-0.005464,-0.313,308.97,0.1
154.7,-26.112949,26.865833,1376.65,1375.7,0.01435,0.8222,308.97,0.1
154.8,-26.112495,26.865208,1378.67,1382.51,0.011699,0.6703,308.97,0.1
154.9,-26.112041,26.864584,1378.99,1381.77,-0.006263,-0.3588,308.97,0.1
155.0,-26.111588,26.863959,1377.41,1371.99,-0.014732,-0.8441,308.97,0.1
155.1,-26.111134,26.863334,1376.04,1376.24,-0.008073,-0.4625,308.97,0.1
155.2,-26.11068,26.86271,1375.8,1376.99,-0.001564,-0.0896,308.97,0.1
155.3,-26.110226,26.862085,1375.73,1378.1,-0.001773,-0.1016,308.97,0.1
155.4,-26.109772,26.86146,1375.44,1373.08,0.002307,0.1322,308.97,0.1
155.5,-26.109319,26.860836,1376.19,1376.85,0.016274,0.9324,308.97,0.1
155.6,-26.108865,26.860211,1378.7,1376.38,0.026771,1.5339,308.97,0.1
155.7,-26.108411,26.859587,1381.54,1383.9,0.019532,1.1191,308.97,0.1
155.8,-26.107958,26.858962,1382.61,1384.12,-3.4e-05,-0.0019,308.97,0.1
155.9,-26.107504,26.858337,1381.54,1379.37,-0.014608,-0.837,308.97,0.1
156.0,-26.10705,26.857713,1379.68,1378.16,-0.017263,-0.9891,308.97,0.1
156.1,-26.106596,26.857088,1378.08,1380.85,-0.015111,-0.8658,308.97,0.1
156.2,-26.106142,26.856464,1376.66,1376.09,-0.013725,-0.7864,308.97,0.1
156.3,-26.105689,26.855839,1375.34,1374.45,-0.009115,-0.5223,308.97,0.1
156.4,-26.105235,26.855214,1374.84,1375.51,0.002876,0.1648,308.97,0.1
156.5,-26.104781,26.85459,1375.91,1377.05,0.015991,0.9162,308.97,0.1
156.6,-26.104328,26.853965,1378.04,1374.42,0.017806,1.0202,308.97,0.1
156.7,-26.103874,26.853341,1379.48,1381.07,0.005805,0.3326,308.97,0.1
156.8,-26.10342,26.852716,1379.2,1383.92,-0.005617,-0.3218,308.97,0.1
156.9,-26.102966,26.852091,1378.35,1372.35,-0.002224,-0.1274,308.97,0.1
157.0,-26.102512,26.851467,1378.75,1380.42,0.008763,0.5021,308.97,0.1
157.1,-26.102059,26.850842,1380.1,1379.21,0.007247,0.4152,308.97,0.1
157.2,-26.101605,26.850218,1380.2,1382.02,-0.0093,-0.5329,308.97,0.1
157.3,-26.101151,26.849593,1378.24,1380.26,-0.019565,-1.121,308.97,0.1
157.4,-26.100698,26.848968,1376.29,1373.06,-0.008988,-0.515,308.97,0.1
157.5,-26.100244,26.848344,1376.45,1374.02,0.008556,0.4902,308.97,0.1
157.6,-26.09979,26.847719,1378.0,1380.48,0.012335,0.7067,308.97,0.1
157.7,-26.099336,26.847095,1378.91,1385.48,0.005343,0.3061,308.97,0.1
157.8,-26.098883,26.84647,1379.07,1369.27,0.005263,0.3015,308.97,0.1
157.9,-26.098429,26.845845,1379.97,1382.07,0.013929,0.7981,308.97,0.1
158.0,-26.097975,26.845221,1381.86,1386.29,0.015605,0.8941,308.97,0.1
158.1,-26.097521,26.844596,1383.09,1379.57,0.001212,0.0694,308.97,0.1
158.2,-26.097068,26.843972,1382.1,1383.08,-0.020824,-1.1931,308.97,0.1
158.3,-26.096614,26.843347,1378.92,1376.81,-0.034228,-1.9611,308.97,0.1
158.4,-26.09616,26.842722,1375.25,1379.72,-0.02724,-1.5607,308.97,0.1
158.5,-26.095706,26.842098,1373.47,1372.2,-0.002634,-0.1509,308.97,0.1
158.6,-26.095252,26.841473,1374.72,1368.58,0.019379,1.1103,308.97,0.1
158.7,-26.094799,26.840848,1377.35,1385.0,0.01826,1.0462,308.97,0.1
158.8,-26.094345,26.840224,1378.37,1375.35,-0.002639,-0.1512,308.97,0.1
158.9,-26.093891,26.839599,1376.82,1377.98,-0.018541,-1.0623,308.97,0.1
159.0,-26.093438,26.838975,1374.67,1373.31,-0.012487,-0.7155,308.97,0.1
159.1,-26.092984,26.83835,1374.32,1373.17,0.007447,0.4267,308.97,0.1
159.2,-26.09253,26.837725,1376.16,1379.34,0.022346,1.2803,308.97,0.1
159.3,-26.092076,26.837101,1378.79,1376.54,0.024164,1.3845,308.97,0.1
159.4,-26.091622,26.836476,1380.99,1382.05,0.01805,1.0342,308.97,0.1
159.5,-26.091169,26.835852,1382.4,1382.4,0.009813,0.5622,308.97,0.1
159.6,-26.090715,26.835227,1382.95,1381.72,8e-05,0.0046,308.97,0.1
159.7,-26.090261,26.834602,1382.42,1381.28,-0.008549,-0.4898,308.97,0.1
159.8,-26.089808,26.833978,1381.24,1387.95,-0.008152,-0.4671,308.97,0.1
159.9,-26.089354,26.833353,1380.79,1374.69,0.002057,0.1178,308.97,0.1
160.0,-26.0889,26.832729,1381.65,1379.73,0.00762,0.4366,308.97,0.1
160.1,-26.088446,26.832104,1382.31,1385.63,-0.002127,-0.1219,308.97,0.1
160.2,-26.087992,26.831479,1381.23,1386.26,-0.013566,-0.7773,308.97,0.1
160.3,-26.087539,26.830855,1379.6,1372.79,-0.006859,-0.393,308.97,0.1
160.4,-26.087085,26.83023,1379.86,1378.3,0.011105,0.6363,308.97,0.1
160.5,-26.086631,26.829606,1381.82,1386.61,0.014654,0.8396,308.97,0.1
160.6,-26.086178,26.828981,1382.79,1382.32,-0.002161,-0.1238,308.97,0.1
160.7,-26.085724,26.828356,1381.39,1380.72,-0.017461,-1.0005,308.97,0.1
160.8,-26.08527,26.827732,1379.29,1378.61,-0.013878,-0.7952,308.97,0.1
160.9,-26.084816,26.827107,1378.61,1377.73,-0.000622,-0.0356,308.97,0.1
161.0,-26.084362,26.826482,1379.17,1381.05,0.003284,0.1882,308.97,0.1
161.1,-26.083909,26.825858,1379.27,1378.3,-0.003541,-0.2029,308.97,0.1
161.2,-26.083455,26.825233,1378.46,1379.3,-0.004377,-0.2508,308.97,0.1
161.3,-26.083001,26.824609,1378.39,1379.85,0.009764,0.5595,308.97,0.1
161.4,-26.082548,26.823984,1380.42,1376.02,0.023359,1.3384,308.97,0.1
161.5,-26.082094,26.823359,1383.07,1382.02,0.014789,0.8473,308.97,0.1
161.6,-26.08164,26.822735,1383.37,1393.87,-0.012127,-0.6948,308.97,0.1
161.7,-26.081186,26.82211,1380.64,1370.36,-0.029461,-1.688,308.97,0.1
161.8,-26.080732,26.821486,1377.48,1380.81,-0.019768,-1.1326,308.97,0.1
161.9,-26.080279,26.820861,1376.69,1375.33,0.00555,0.318,308.97,0.1
162.0,-26.079825,26.820236,1378.59,1381.95,0.024358,1.3956,308.97,0.1
162.1,-26.079371,26.819612,1381.56,1379.24,0.02532,1.4507,308.97,0.1
162.2,-26.078918,26.818987,1383.65,1382.75,0.009412,0.5393,308.97,0.1
162.3,-26.078464,26.818363,1383.44,1384.75,-0.013804,-0.7909,308.97,0.1
162.4,-26.07801,26.817738,1380.89,1379.77,-0.026617,-1.525,308.97,0.1
162.5,-26.077556,26.817113,1378.12,1384.4,-0.015216,-0.8718,308.97,0.1
162.6,-26.077102,26.816489,1377.85,1366.95,0.010144,0.5812,308.97,0.1
162.7,-26.076649,26.815864,1380.15,1386.55,0.019621,1.1242,308.97,0.1
162.8,-26.076195,26.81524,1381.77,1380.41,-0.000272,-0.0156,308.97,0.1
162.9,-26.075741,26.814615,1380.09,1383.85,-0.026161,-1.4989,308.97,0.1
163.0,-26.075288,26.81399,1376.54,1372.28,-0.026216,-1.502,308.96,0.1
163.1,-26.074834,26.813366,1374.85,1374.15,-0.000542,-0.0311,308.96,0.1
163.2,-26.07438,26.812741,1376.43,1378.96,0.021035,1.2052,308.96,0.1
163.3,-26.073926,26.812117,1379.06,1378.07,0.017402,0.997,308.96,0.1
163.4,-26.073472,26.811492,1379.91,1379.49,-0.001274,-0.073,308.96,0.1
163.5,-26.073019,26.810867,1378.8,1383.41,-0.011493,-0.6585,308.96,0.1
163.6,-26.072565,26.810243,1377.61,1369.08,-0.006767,-0.3877,308.96,0.1
163.7,-26.072111,26.809618,1377.45,1382.69,-0.001024,-0.0587,308.96,0.1
163.8,-26.071658,26.808994,1377.41,1377.78,-0.005272,-0.3021,308.96,0.1
163.9,-26.071204,26.808369,1376.39,1376.63,-0.013577,-0.7779,308.96,0.1
164.0,-26.07075,26.807744,1374.69,1370.21,-0.015324,-0.878,308.96,0.1
164.1,-26.070296,26.80712,1373.33,1379.99,-0.009727,-0.5573,308.96,0.1
164.2,-26.069842,26.806495,1372.75,1365.31,-0.001771,-0.1015,308.96,0.1
164.3,-26.069389,26.80587,1372.97,1380.53,0.007478,0.4285,308.96,0.1
164.4,-26.068935,26.805246,1374.24,1369.73,0.017793,1.0195,308.96,0.1
164.5,-26.068481,26.804621,1376.53,1377.37,0.0215,1.2319,308.96,0.1
164.6,-26.068028,26.803997,1378.55,1376.41,0.00987,0.5655,308.96,0.1
164.7,-26.067574,26.803372,1378.51,1382.75,-0.009962,-0.5708,308.96,0.1
164.8,-26.06712,26.802747,1376.55,1375.92,-0.016612,-0.9518,308.96,0.1
164.9,-26.066666,26.802123,1375.18,1373.24,-0.0013,-0.0745,308.96,0.1
165.0,-26.066212,26.801498,1376.29,1374.07,0.016998,0.9739,308.96,0.1
165.1,-26.065759,26.800874,1378.58,1382.87,0.014218,0.8146,308.96,0.1
165.2,-26.065305,26.800249,1379.14,1379.08,-0.008493,-0.4866,308.96,0.1
165.3,-26.064851,26.799624,1376.89,1374.37,-0.028382,-1.6262,308.96,0.1
165.4,-26.064398,26.799,1373.46,1375.01,-0.028641,-1.641,308.96,0.1
165.5,-26.063944,26.798375,1371.16,1368.25,-0.011028,-0.6318,308.96,0.1
165.6,-26.06349,26.797751,1371.25,1377.92,0.012768,0.7316,308.96,0.1
165.7,-26.063036,26.797126,1373.71,1367.06,0.029182,1.672,308.96,0.1
165.8,-26.062582,26.796501,1377.09,1379.51,0.026839,1.5378,308.96,0.1
165.9,-26.062129,26.795877,1379.08,1376.28,0.007618,0.4365,308.96,0.1
166.0,-26.061675,26.795252,1378.61,1387.46,-0.008487,-0.4862,308.96,0.1
166.1,-26.061221,26.794628,1377.38,1369.91,-0.005108,-0.2927,308.96,0.1
166.2,-26.060768,26.794003,1377.59,1374.78,0.006893,0.395,308.96,0.1
166.3,-26.060314,26.793378,1378.76,1384.17,0.005096,0.292,308.96,0.1
166.4,-26.05986,26.792754,1378.61,1381.02,-0.010033,-0.5749,308.96,0.1
166.5,-26.059406,26.792129,1376.75,1371.46,-0.017766,-1.0179,308.96,0.1
166.6,-26.058952,26.791505,1375.06,1375.94,-0.01107,-0.6342,308.96,0.1
166.7,-26.058499,26.79088,1374.54,1374.71,-0.005015,-0.2873,308.96,0.1
166.8,-26.058045,26.790255,1374.06,1375.98,-0.009595,-0.5497,308.96,0.1
166.9,-26.057591,26.789631,1372.62,1370.96,-0.01404,-0.8045,308.96,0.1
167.0,-26.057138,26.789006,1371.25,1373.88,-0.006012,-0.3445,308.96,0.1
167.1,-26.056684,26.788381,1371.42,1366.21,0.006993,0.4007,308.96,0.1
167.2,-26.05623,26.787757,1372.65,1374.74,0.008388,0.4806,308.96,0.1
167.3,-26.055776,26.787132,1373.1,1376.19,-0.001007,-0.0577,308.96,0.1
167.4,-26.055322,26.786508,1372.44,1372.67,-0.003748,-0.2147,308.96,0.1
167.5,-26.054869,26.785883,1372.35,1365.6,0.005487,0.3144,308.96,0.1
167.6,-26.054415,26.785258,1373.54,1378.49,0.009583,0.549,308.96,0.1
167.7,-26.053961,26.784634,1374.26,1375.23,-0.00494,-0.283,308.96,0.1
167.8,-26.053508,26.784009,1372.55,1369.65,-0.025611,-1.4674,308.96,0.1
167.9,-26.053054,26.783385,1369.14,1371.74,-0.028016,-1.6052,308.96,0.1
168.0,-26.0526,26.78276,1366.95,1365.5,-0.005562,-0.3187,308.96,0.1
168.1,-26.052146,26.782135,1368.03,1367.74,0.022091,1.2657,308.96,0.1
168.2,-26.051692,26.781511,1371.37,1370.04,0.029817,1.7084,308.96,0.1
168.3,-26.051239,26.780886,1373.99,1378.73,0.013277,0.7607,308.96,0.1
